V4	ComiR	DianaMicroTCDS	EIMMO	EMBL	MicroCosm	miRSVR	PicTar	PITA	PITAtop	RNA22	RNAhybrid	MinoTar	TargetScan	TargetSpy
FBgn0000182|dme-miR-34	0.2397	NA	NA	NA	0.00643602	NA	NA	-15.06	NA	0.92066	NA	NA	NA	0.0014268705806522
FBgn0000183|dme-miR-14	0.2252	NA	NA	NA	NA	NA	NA	NA	NA	3.38538	NA	0.78	NA	0.98843158570644
FBgn0000183|dme-miR-277	0.2421	NA	NA	NA	NA	-0.0067	NA	-0.85	NA	3.198144	NA	NA	NA	0.999395346196417
FBgn0000183|dme-miR-34	0.2391	NA	NA	NA	NA	NA	NA	NA	NA	13.91264	NA	0.57	NA	0.601637765881981
FBgn0000206|dme-miR-14	0.2313	NA	NA	NA	NA	NA	NA	NA	NA	0.928542	NA	NA	NA	NA
FBgn0000206|dme-miR-277	0.2193	NA	NA	NA	NA	NA	NA	NA	NA	4.08998	NA	NA	NA	NA
FBgn0000206|dme-miR-34	0.2317	NA	NA	NA	NA	NA	NA	NA	NA	16.399302	NA	NA	NA	0.308947155927273
FBgn0000210|dme-miR-14	0.2257	NA	NA	NA	NA	NA	NA	-5.62	NA	NA	NA	NA	NA	0.641431302929307
FBgn0000210|dme-miR-277	0.2417	0.642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89520533077921
FBgn0000210|dme-miR-34	0.9144	NA	0.161	NA	NA	-0.1796	NA	-7.06	NA	82.648966	NA	NA	NA	0.999195073885195
FBgn0000212|dme-miR-14	0.2211	NA	NA	NA	NA	NA	NA	NA	NA	24.614012	NA	NA	NA	NA
FBgn0000212|dme-miR-277	0.222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.998872855580772
FBgn0000212|dme-miR-34	0.2221	NA	NA	NA	NA	NA	NA	NA	NA	13.237472	NA	NA	NA	0.0011177798579776
FBgn0000216|dme-miR-14	0.2333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000216|dme-miR-277	0.2208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000216|dme-miR-34	0.2363	NA	NA	NA	NA	NA	NA	NA	NA	0.854411	NA	NA	NA	0.0496810591952975
FBgn0000221|dme-miR-14	0.2221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000221|dme-miR-277	0.222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.509073823046603
FBgn0000221|dme-miR-34	0.2219	NA	NA	NA	NA	NA	NA	NA	NA	2.920629	NA	NA	NA	0.000225418519588105
FBgn0000227|dme-miR-14	0.2195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000227|dme-miR-277	0.2297	NA	NA	NA	NA	NA	NA	NA	NA	0.669449	NA	NA	NA	NA
FBgn0000227|dme-miR-34	0.2192	NA	NA	NA	NA	NA	NA	NA	NA	6.211324	NA	NA	NA	0.00883311186346548
FBgn0000228|dme-miR-14	0.2384	NA	NA	NA	NA	NA	NA	NA	NA	10.36879	NA	0.71	NA	0.456240850557999
FBgn0000228|dme-miR-277	0.2418	NA	NA	NA	NA	NA	NA	-0.47	NA	2.999488	NA	NA	NA	0.694796835116367
FBgn0000228|dme-miR-34	0.2392	NA	NA	NA	NA	-4e-04	NA	3.94	NA	14.856465	NA	NA	NA	0.901805433457872
FBgn0000229|dme-miR-14	0.2192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000229|dme-miR-277	0.2344	NA	NA	NA	NA	-0.1989	NA	0.98	NA	0.985714	NA	NA	NA	NA
FBgn0000229|dme-miR-34	0.2193	NA	NA	NA	NA	NA	NA	NA	NA	21.897298	NA	NA	NA	0.0356001989751526
FBgn0000233|dme-miR-14	0.2357	NA	NA	NA	NA	NA	NA	NA	NA	5.994792	NA	NA	NA	0.0575824163619166
FBgn0000233|dme-miR-277	0.239	0.482	NA	NA	NA	-0.051	NA	3.04	NA	NA	NA	NA	NA	NA
FBgn0000233|dme-miR-34	0.2233	NA	NA	NA	NA	NA	NA	NA	NA	4.053301	NA	NA	NA	0.987704769068958
FBgn0000239|dme-miR-14	0.2342	NA	NA	NA	NA	NA	NA	NA	NA	1.159096	NA	NA	NA	0.27747994091147
FBgn0000239|dme-miR-277	0.2381	NA	NA	NA	NA	-0.3721	NA	-0.34	NA	0.462418	NA	NA	NA	0.731184644830866
FBgn0000239|dme-miR-34	0.2382	NA	NA	NA	NA	-0.2987	NA	-10.75	NA	11.172182	NA	NA	NA	0.739127095111254
FBgn0000241|dme-miR-14	0.2381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0199695445136051
FBgn0000241|dme-miR-277	0.8801	0.49	0.283	NA	NA	-1.1069	NA	3.08	NA	1.854748	NA	NA	NA	NA
FBgn0000241|dme-miR-34	0.2233	NA	NA	NA	NA	NA	NA	NA	NA	14.208211	NA	NA	NA	0.298705220442735
FBgn0000242|dme-miR-14	0.2368	0.484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.456240850557999
FBgn0000242|dme-miR-277	0.2246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.119146307569722
FBgn0000242|dme-miR-34	0.2248	NA	NA	NA	NA	NA	NA	NA	NA	4.406883	NA	NA	NA	0.0763973267484519
FBgn0000244|dme-miR-14	0.2404	NA	NA	NA	NA	NA	NA	1.66	NA	3.376293	NA	NA	NA	0.000250289683591371
FBgn0000244|dme-miR-277	0.2412	0.729	NA	NA	NA	-0.0133	NA	6.83	NA	5.582078	NA	NA	NA	0.000139931949322177
FBgn0000244|dme-miR-34	0.2247	0.745	0.61	NA	NA	NA	NA	NA	NA	30.45248	NA	NA	NA	0.865924072883197
FBgn0000246|dme-miR-14	0.2218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000246|dme-miR-277	0.2213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000246|dme-miR-34	0.2219	NA	NA	NA	NA	NA	NA	NA	NA	2.035713	NA	NA	NA	0.808374715825727
FBgn0000247|dme-miR-14	0.2379	0.542	NA	NA	NA	NA	NA	NA	NA	10.062146	NA	0.96	NA	0.103044692199315
FBgn0000247|dme-miR-277	0.2244	NA	NA	NA	NA	NA	NA	NA	NA	0.998638	NA	NA	NA	NA
FBgn0000247|dme-miR-34	0.2402	0.474	NA	NA	NA	-0.002	NA	NA	NA	13.341404	NA	NA	NA	0.454476320914508
FBgn0000250|dme-miR-14	0.2228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00269846890736148
FBgn0000250|dme-miR-277	0.2328	0.466	NA	NA	NA	-0.1384	NA	2.71	NA	2.049846	NA	NA	NA	NA
FBgn0000250|dme-miR-34	0.2228	NA	NA	NA	NA	NA	NA	NA	NA	8.812518	NA	NA	NA	0.98805478269381
FBgn0000251|dme-miR-14	0.2372	0.502	NA	NA	NA	-0.0094	NA	5.07	NA	3.485546	NA	NA	NA	0.862005652914233
FBgn0000251|dme-miR-277	0.235	0.465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0866957113663517
FBgn0000251|dme-miR-34	0.225	0.479	NA	NA	NA	NA	NA	NA	NA	4.648328	NA	NA	NA	0.854366962464999
FBgn0000253|dme-miR-14	0.9155	0.722	0.869	8.3	0.00176232	-0.9009	3	5.28	5.28	2.368128	NA	NA	0.16101	0.994637106571349
FBgn0000253|dme-miR-277	0.8818	0.658	0.556	NA	NA	-0.0878	NA	3.84	NA	5.00859	NA	NA	NA	0.495873999514663
FBgn0000253|dme-miR-34	0.2248	NA	NA	NA	NA	NA	NA	NA	NA	1.923776	NA	NA	NA	0.189590666498678
FBgn0000256|dme-miR-14	0.2197	NA	NA	NA	NA	NA	NA	NA	NA	11.155266	NA	NA	NA	NA
FBgn0000256|dme-miR-277	0.231	NA	NA	NA	NA	NA	NA	3.87	NA	NA	NA	NA	NA	0.49815587442754
FBgn0000256|dme-miR-34	0.22	NA	NA	NA	NA	NA	NA	NA	NA	50.935645	NA	NA	NA	0.0356001989751526
FBgn0000257|dme-miR-14	0.2413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00396761823120377
FBgn0000257|dme-miR-277	0.8844	0.715	0.556	NA	NA	-0.0663	NA	1.21	NA	NA	NA	NA	NA	0.998532506346792
FBgn0000257|dme-miR-34	0.2388	NA	NA	NA	NA	NA	NA	NA	NA	4.31759	NA	NA	NA	0.652649626390168
FBgn0000258|dme-miR-14	0.2196	NA	NA	NA	NA	NA	NA	NA	NA	26.826282	NA	NA	NA	NA
FBgn0000258|dme-miR-277	0.2198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99311233149477
FBgn0000258|dme-miR-34	0.2202	NA	NA	NA	NA	NA	NA	NA	NA	21.322839	NA	NA	NA	NA
FBgn0000259|dme-miR-14	0.2434	NA	NA	NA	NA	NA	NA	-1.08	NA	2.519564	NA	NA	NA	0.990772055392381
FBgn0000259|dme-miR-277	0.885	0.671	0.282	NA	NA	-0.0329	NA	-4.08	NA	2.140694	NA	NA	NA	0.417968227596423
FBgn0000259|dme-miR-34	0.2409	NA	NA	NA	NA	NA	NA	NA	NA	18.932549	NA	NA	NA	0.901977356055342
FBgn0000261|dme-miR-14	0.2219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.040654369178873
FBgn0000261|dme-miR-277	0.221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000261|dme-miR-34	0.2222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0763973267484519
FBgn0000273|dme-miR-14	0.2395	NA	NA	NA	NA	NA	NA	NA	NA	13.58789	NA	NA	NA	0.7703500466955
FBgn0000273|dme-miR-277	0.2384	NA	NA	NA	NA	NA	NA	NA	NA	2.546194	NA	NA	NA	0.0250593521345994
FBgn0000273|dme-miR-34	0.2249	NA	NA	NA	NA	NA	NA	NA	NA	18.25136	NA	NA	NA	0.29979314818772
FBgn0000274|dme-miR-14	0.2164	NA	NA	NA	NA	NA	NA	NA	NA	3.895059	NA	NA	NA	NA
FBgn0000274|dme-miR-277	0.2189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.137904479621078
FBgn0000274|dme-miR-34	0.2176	NA	NA	NA	NA	NA	NA	NA	NA	4.334522	NA	NA	NA	NA
FBgn0000275|dme-miR-277	NA	NA	NA	10.65	NA	NA	NA	NA	NA	NA	NA	NA	0.31001	NA
FBgn0000276|dme-miR-14	0.218	NA	NA	NA	NA	NA	NA	NA	NA	3.954832	NA	NA	NA	NA
FBgn0000276|dme-miR-277	0.218	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA
FBgn0000276|dme-miR-34	0.2173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000277|dme-miR-14	0.2286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000277|dme-miR-277	0.2164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000277|dme-miR-34	0.2166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000278|dme-miR-14	0.2173	NA	NA	NA	NA	NA	NA	NA	NA	5.964478	NA	NA	NA	NA
FBgn0000278|dme-miR-277	0.2189	NA	NA	NA	NA	-0.1152	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000278|dme-miR-34	0.2193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.998082781960076
FBgn0000279|dme-miR-14	0.2284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000279|dme-miR-277	0.2321	NA	NA	NA	NA	NA	NA	NA	NA	0.915535	NA	NA	NA	NA
FBgn0000279|dme-miR-34	0.2179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.760643478331563
FBgn0000280|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.165217	NA	NA	NA	NA
FBgn0000283|dme-miR-14	0.237	NA	NA	NA	NA	NA	NA	NA	NA	12.069542	NA	NA	NA	0.137904479621078
FBgn0000283|dme-miR-277	0.2384	NA	NA	NA	NA	NA	NA	-4.12	NA	NA	NA	NA	NA	0.107486095966554
FBgn0000283|dme-miR-34	0.2243	NA	NA	NA	NA	NA	NA	NA	NA	47.938218	NA	NA	NA	0.974567899493469
FBgn0000286|dme-miR-14	0.2385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA	0.993234845222373
FBgn0000286|dme-miR-277	0.8843	0.507	0.886	6.43	NA	-1.1851	NA	1.3	1.3	NA	NA	NA	0.16101	0.996205164422449
FBgn0000286|dme-miR-34	0.2389	NA	NA	NA	NA	NA	NA	NA	NA	12.639864	NA	NA	NA	0.59538742930286
FBgn0000287|dme-miR-14	0.2192	0.588	NA	NA	NA	NA	NA	NA	NA	18.201593	NA	0.78	NA	0.0624276231418658
FBgn0000287|dme-miR-277	0.221	0.881	NA	NA	NA	NA	NA	NA	NA	2.54967	NA	NA	NA	NA
FBgn0000287|dme-miR-34	0.2207	NA	NA	NA	NA	NA	NA	NA	NA	32.355079	NA	NA	NA	0.532021566305494
FBgn0000289|dme-miR-14	0.2433	NA	NA	NA	NA	-0.1051	NA	NA	NA	4.898008	NA	NA	NA	0.342140064302197
FBgn0000289|dme-miR-277	0.2424	NA	NA	NA	NA	-0.0097	NA	NA	NA	4.954516	NA	NA	NA	0.99273234981511
FBgn0000289|dme-miR-34	0.2433	NA	NA	NA	NA	-3e-04	NA	NA	NA	117.61219	NA	NA	NA	0.997224257671773
FBgn0000299|dme-miR-14	0.2225	NA	NA	NA	NA	NA	NA	NA	NA	55.666506	NA	NA	NA	NA
FBgn0000299|dme-miR-277	0.2228	NA	NA	NA	NA	NA	NA	NA	NA	13.170867	NA	NA	NA	NA
FBgn0000299|dme-miR-34	0.2389	0.632	NA	NA	0.00347875	-0.1543	NA	-21.86	NA	21.672621	NA	NA	NA	0.21020579631063
FBgn0000303|dme-miR-14	0.2383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.999703645814271
FBgn0000303|dme-miR-277	0.238	NA	NA	NA	NA	-0.1272	NA	NA	NA	NA	NA	NA	NA	0.907584433596241
FBgn0000303|dme-miR-34	0.2257	NA	NA	NA	NA	NA	NA	NA	NA	20.13537	NA	NA	NA	0.88067739616422
FBgn0000307|dme-miR-14	0.2372	NA	0.886	NA	0.012769	-0.4432	NA	-6.3	NA	1.24454	NA	NA	NA	0.880312542170463
FBgn0000307|dme-miR-277	0.2247	0.497	NA	NA	NA	NA	NA	NA	NA	15.897604	NA	NA	NA	0.121031945080284
FBgn0000307|dme-miR-34	0.9129	0.937	0.625	NA	NA	-0.9697	NA	-2.98	NA	30.121958	NA	0.52	NA	0.999371818945346
FBgn0000308|dme-miR-14	0.2387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000308|dme-miR-277	0.2358	NA	NA	NA	NA	-0.208	NA	4.97	NA	3.364384	NA	NA	NA	0.826665650864374
FBgn0000308|dme-miR-34	0.2244	NA	NA	NA	NA	NA	NA	NA	NA	4.952066	NA	NA	NA	0.785512628156578
FBgn0000313|dme-miR-14	0.2384	NA	NA	NA	NA	NA	NA	NA	NA	4.857659	NA	NA	NA	NA
FBgn0000313|dme-miR-277	0.2231	NA	NA	NA	NA	NA	NA	NA	NA	1.144737	NA	NA	NA	0.000225418519588105
FBgn0000313|dme-miR-34	0.2386	NA	NA	NA	0.0043453	NA	NA	-14.15	NA	8.038583	NA	NA	NA	0.229169933272643
FBgn0000316|dme-miR-14	0.2187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000316|dme-miR-277	0.2199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000316|dme-miR-34	0.2201	NA	NA	NA	NA	NA	NA	NA	NA	22.964862	NA	NA	NA	NA
FBgn0000317|dme-miR-14	0.2226	NA	NA	NA	NA	NA	NA	NA	NA	3.2751	NA	NA	NA	NA
FBgn0000317|dme-miR-277	0.2379	0.566	NA	NA	NA	-0.1618	NA	-0.96	NA	3.43374	NA	NA	NA	0.99402320479403
FBgn0000317|dme-miR-34	0.2232	NA	NA	NA	NA	NA	NA	NA	NA	25.765746	NA	NA	NA	NA
FBgn0000318|dme-miR-14	0.2172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000318|dme-miR-277	0.2182	NA	NA	NA	NA	NA	NA	NA	NA	0.738535	NA	NA	NA	0.926126594288967
FBgn0000318|dme-miR-34	0.2179	NA	NA	NA	NA	NA	NA	NA	NA	0.948243	NA	NA	NA	0.0356001989751526
FBgn0000319|dme-miR-14	0.2314	NA	NA	NA	NA	NA	NA	NA	NA	8.800002	NA	NA	NA	NA
FBgn0000319|dme-miR-277	0.2218	NA	NA	NA	NA	NA	NA	NA	NA	55.201958	NA	NA	NA	NA
FBgn0000319|dme-miR-34	0.2219	NA	NA	NA	NA	NA	NA	NA	NA	117.70413	NA	NA	NA	0.838208849332499
FBgn0000320|dme-miR-14	0.2233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000320|dme-miR-277	0.2354	0.551	NA	NA	NA	-0.178	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000320|dme-miR-34	0.2237	0.516	NA	NA	NA	NA	NA	NA	NA	22.65129	NA	NA	NA	0.914872923905701
FBgn0000326|dme-miR-14	0.2154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000326|dme-miR-277	0.2162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000326|dme-miR-34	0.2296	NA	NA	NA	NA	NA	NA	NA	NA	6.182737	NA	NA	NA	NA
FBgn0000330|dme-miR-14	0.2195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000330|dme-miR-277	0.2348	NA	NA	NA	NA	NA	NA	NA	NA	1.18477	NA	NA	NA	NA
FBgn0000330|dme-miR-34	0.2203	NA	NA	NA	NA	NA	NA	NA	NA	1.820521	NA	NA	NA	0.940618917900704
FBgn0000337|dme-miR-277	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.861765	NA	NA	NA	NA
FBgn0000337|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.56802	NA	NA	NA	NA
FBgn0000338|dme-miR-14	0.2429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.912642972580743
FBgn0000338|dme-miR-277	0.8843	NA	0.793	7.38	NA	-0.0956	NA	-5.8	NA	NA	NA	NA	0.09901	0.106650661204741
FBgn0000338|dme-miR-34	0.2397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.120285289965989
FBgn0000339|dme-miR-14	0.2219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0112359191500338
FBgn0000339|dme-miR-277	0.2371	NA	NA	NA	NA	NA	NA	NA	NA	3.548874	NA	NA	NA	0.178557491422123
FBgn0000339|dme-miR-34	0.222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10398251470394
FBgn0000346|dme-miR-14	0.237	NA	NA	NA	NA	NA	NA	NA	NA	2.743518	NA	NA	NA	0.00913037454712779
FBgn0000346|dme-miR-277	0.2242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.937029491579413
FBgn0000346|dme-miR-34	0.2373	NA	NA	NA	NA	NA	NA	NA	NA	2.225622	NA	NA	NA	0.932372223085046
FBgn0000351|dme-miR-14	0.2184	NA	NA	NA	NA	NA	NA	NA	NA	0.848398	NA	NA	NA	NA
FBgn0000351|dme-miR-277	0.2336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000351|dme-miR-34	0.2199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000351378296690011
FBgn0000352|dme-miR-14	0.2404	NA	NA	NA	NA	NA	NA	NA	NA	4.60208	NA	NA	NA	NA
FBgn0000352|dme-miR-277	0.9167	0.937	0.886	7.13	NA	-0.0805	NA	-0.91	NA	6.13518	NA	NA	0.19802	0.961967153907642
FBgn0000352|dme-miR-34	0.2251	NA	NA	NA	NA	NA	NA	NA	NA	5.367221	NA	NA	NA	0.961269869709949
FBgn0000355|dme-miR-14	0.219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000355|dme-miR-277	0.2187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000355|dme-miR-34	0.2174	NA	NA	NA	NA	NA	NA	NA	NA	0.85322	NA	NA	NA	0.946652299322174
FBgn0000356|dme-miR-14	0.2164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000356|dme-miR-277	0.2156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000356|dme-miR-34	0.2165	NA	NA	NA	NA	NA	NA	NA	NA	2.182669	NA	NA	NA	NA
FBgn0000357|dme-miR-14	0.2175	NA	NA	NA	NA	-0.2654	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000357|dme-miR-277	0.2184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000357|dme-miR-34	0.2174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.976871565992587
FBgn0000358|dme-miR-14	0.2171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000358|dme-miR-277	0.2173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000358|dme-miR-34	0.2169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000108411826477146
FBgn0000359|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.97354	NA	NA	NA	NA
FBgn0000360|dme-miR-14	0.2209	NA	NA	NA	NA	NA	NA	NA	NA	2.673508	NA	NA	NA	0.950868626740162
FBgn0000360|dme-miR-277	0.2219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000360|dme-miR-34	0.2213	NA	NA	NA	NA	NA	NA	NA	NA	1.995706	NA	NA	NA	0.000870800695793533
FBgn0000363|dme-miR-14	0.2429	NA	NA	NA	NA	-1.198	NA	NA	NA	NA	NA	NA	NA	0.999081834641746
FBgn0000363|dme-miR-277	0.2384	0.546	0.886	NA	NA	-1.1658	5	-4.4	-4.4	6.778632	NA	NA	NA	0.99740747933053
FBgn0000363|dme-miR-34	0.2434	NA	0.61	NA	NA	-0.2203	NA	-12.4	NA	43.491358	NA	NA	NA	0.99988858778822
FBgn0000370|dme-miR-14	0.238	NA	NA	NA	NA	NA	NA	NA	NA	1.821018	NA	NA	NA	NA
FBgn0000370|dme-miR-277	0.2241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.119146307569722
FBgn0000370|dme-miR-34	0.224	NA	NA	NA	NA	NA	NA	NA	NA	12.898281	NA	NA	NA	0.977435521365492
FBgn0000376|dme-miR-14	0.2246	NA	NA	NA	NA	NA	NA	NA	NA	1.817588	NA	NA	NA	0.356191133814129
FBgn0000376|dme-miR-277	0.2247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00168773816576583
FBgn0000376|dme-miR-34	0.2247	NA	NA	NA	NA	NA	NA	NA	NA	6.042033	NA	NA	NA	0.731184644830866
FBgn0000377|dme-miR-14	0.2172	NA	NA	NA	NA	NA	NA	NA	NA	1.80925	NA	NA	NA	NA
FBgn0000377|dme-miR-277	0.2187	NA	NA	NA	NA	NA	NA	NA	NA	0.754082	NA	NA	NA	NA
FBgn0000377|dme-miR-34	0.219	NA	NA	NA	NA	NA	NA	NA	NA	2.471231	NA	NA	NA	NA
FBgn0000382|dme-miR-14	0.2414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.885927773255999
FBgn0000382|dme-miR-277	0.2409	NA	NA	NA	NA	NA	NA	1.56	NA	NA	NA	NA	NA	0.998364352118563
FBgn0000382|dme-miR-34	0.2429	NA	NA	NA	NA	NA	NA	-10.12	NA	25.157359	NA	NA	NA	0.960907644749048
FBgn0000384|dme-miR-14	0.9136	0.67	0.698	NA	NA	-0.0132	NA	4.99	NA	NA	NA	0.9	NA	NA
FBgn0000384|dme-miR-277	0.8808	0.736	0.556	NA	NA	-1.1721	NA	0.83	NA	0.581115	NA	NA	NA	NA
FBgn0000384|dme-miR-34	0.2229	NA	NA	NA	NA	NA	NA	NA	NA	1.012119	NA	NA	NA	0.156226600153652
FBgn0000392|dme-miR-14	0.2398	NA	NA	NA	NA	-0.1318	NA	-0.19	NA	0.719117	NA	NA	NA	0.998150150896689
FBgn0000392|dme-miR-277	0.2331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00168773816576583
FBgn0000392|dme-miR-34	0.2381	NA	NA	NA	NA	NA	NA	NA	NA	18.363302	NA	NA	NA	0.189590666498678
FBgn0000394|dme-miR-14	0.2228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.84990453875131e-05
FBgn0000394|dme-miR-277	0.2342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.632868481510985
FBgn0000394|dme-miR-34	0.2236	NA	NA	NA	NA	NA	NA	NA	NA	4.807983	NA	NA	NA	0.128328182104071
FBgn0000395|dme-miR-14	0.2252	NA	NA	NA	NA	NA	NA	NA	NA	2.13627	NA	NA	NA	0.00259481272135358
FBgn0000395|dme-miR-277	0.2419	NA	NA	NA	NA	NA	NA	NA	NA	0.818349	NA	NA	NA	0.969738800843073
FBgn0000395|dme-miR-34	0.2383	NA	NA	NA	NA	NA	NA	NA	NA	14.537841	NA	NA	NA	0.997887311500697
FBgn0000404|dme-miR-14	0.2351	NA	NA	NA	NA	NA	NA	NA	NA	2.820332	NA	NA	NA	0.00313345899696611
FBgn0000404|dme-miR-277	0.2227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.981940302986398
FBgn0000404|dme-miR-34	0.2232	NA	NA	NA	NA	NA	NA	NA	NA	25.807214	NA	NA	NA	0.743488790213925
FBgn0000405|dme-miR-14	0.2405	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0.0151472300812333
FBgn0000405|dme-miR-277	0.2407	NA	NA	NA	NA	NA	NA	-1.77	NA	12.619275	NA	NA	NA	0.354025144600857
FBgn0000405|dme-miR-34	0.9141	0.539	0.61	NA	0.000196988	-0.0045	NA	-10.56	NA	16.868163	NA	NA	NA	0.881130043565542
FBgn0000406|dme-miR-14	0.2176	NA	NA	NA	NA	NA	NA	NA	NA	2.50509	NA	NA	NA	NA
FBgn0000406|dme-miR-277	0.2168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000406|dme-miR-34	0.2164	NA	NA	NA	NA	NA	NA	NA	NA	5.788082	NA	NA	NA	NA
FBgn0000409|dme-miR-14	0.2216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0000409|dme-miR-277	0.2213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
